Scenario;Duration (h);Time Steps;# Buses;# Generators;# Loads;# AC Lines;# Transformers;# Contingencies;Total Load (pu);Total Generation (pu);Grid Size;Status;Description
Processing scenario_114.json in C3E1N00073D3;168.0;42;73;154;51;105;15;2;736.646.962.008.837;3.360.771.538.999.990;Large;Valid;This is a Large grid with 73 buses and a planning horizon of 168.0 hours. It has 154 producers and 51 consumers. Total initial active load is 73.665 pu and reactive load is 35.677 pu. The generators produce 33.608 pu initially. There are 105 AC lines, 15 transformers, and 2 contingency cases. 
Processing scenario_128.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;8.884.029.535.035.570;14.452.652.225.230.000;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 88.840 pu and reactive load is 43.027 pu. The generators produce 144.527 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_119.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;59.677.761.181.858.900;21.742.790.124.830.000;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 59.678 pu and reactive load is 28.903 pu. The generators produce 217.428 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_130.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;7.953.839.468.482.620;14.751.362.024.830.000;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 79.538 pu and reactive load is 38.522 pu. The generators produce 147.514 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_120.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;7.489.600.077.453.310;1.922.048.376.483;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 74.896 pu and reactive load is 36.274 pu. The generators produce 192.205 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_111.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;9.175.805.689.715.190;2.466.419.372.483;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 91.758 pu and reactive load is 44.440 pu. The generators produce 246.642 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_115.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;8.690.637.120.056.420;17.217.715.124.830.000;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 86.906 pu and reactive load is 42.091 pu. The generators produce 172.177 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_124.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;8.597.759.026.503.620;2.573.367.762.483;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 85.978 pu and reactive load is 41.641 pu. The generators produce 257.337 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_121.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;5.015.338.202.884.280;24.581.185.724.830.000;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 50.153 pu and reactive load is 24.290 pu. The generators produce 245.812 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_114.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;8.081.256.039.417.090;1.543.559.552.483;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 80.813 pu and reactive load is 39.139 pu. The generators produce 154.356 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_118.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;7.098.703.292.670.170;24.548.578.724.830.000;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 70.987 pu and reactive load is 34.381 pu. The generators produce 245.486 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_129.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;5.751.709.759.282.560;24.591.670.724.830.000;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 57.517 pu and reactive load is 27.857 pu. The generators produce 245.917 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_002.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;9.600.199.981.349.990;9.845.595.726.060.000;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 96.002 pu and reactive load is 25.554 pu. The generators produce 98.456 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_116.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;7.324.535.539.769.220;12.695.775.124.830.000;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 73.245 pu and reactive load is 35.474 pu. The generators produce 126.958 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_112.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;63.754.137.929.127.600;2.466.419.372.483;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 63.754 pu and reactive load is 30.878 pu. The generators produce 246.642 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_122.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;8.072.894.030.214.170;14.009.874.924.830.000;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 80.729 pu and reactive load is 39.099 pu. The generators produce 140.099 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_113.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;5.703.868.525.722.480;24.421.586.724.830.000;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 57.039 pu and reactive load is 27.625 pu. The generators produce 244.216 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_117.json in C3E1N00600D3;168.0;42;617;94;405;723;130;562;7.952.042.114.739.530;2.466.419.372.483;Large;Valid;This is a Large grid with 617 buses and a planning horizon of 168.0 hours. It has 94 producers and 405 consumers. Total initial active load is 79.520 pu and reactive load is 38.513 pu. The generators produce 246.642 pu initially. There are 723 AC lines, 130 transformers, and 562 contingency cases. 
Processing scenario_130.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.35957246568728946;0.015;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.360 pu and reactive load is 0.174 pu. The generators produce 0.015 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_119.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.3709668312943642;0.431;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.371 pu and reactive load is 0.180 pu. The generators produce 0.431 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_123.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.22584205109252195;0.5075;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.226 pu and reactive load is 0.109 pu. The generators produce 0.507 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_125.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.2116404498424073;0.252;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.212 pu and reactive load is 0.103 pu. The generators produce 0.252 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_118.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.30701121733152226;0.45;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.307 pu and reactive load is 0.149 pu. The generators produce 0.450 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_129.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.29731526534941016;0.482;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.297 pu and reactive load is 0.144 pu. The generators produce 0.482 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_114.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.3755836946935396;0.2935;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.376 pu and reactive load is 0.182 pu. The generators produce 0.293 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_120.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.3531682429601951;0.221;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.353 pu and reactive load is 0.171 pu. The generators produce 0.221 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_112.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.3420906828236574;0.5005;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.342 pu and reactive load is 0.166 pu. The generators produce 0.500 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_121.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.2193312457124876;0.1595;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.219 pu and reactive load is 0.106 pu. The generators produce 0.160 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_124.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.39;0.319;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.390 pu and reactive load is 0.189 pu. The generators produce 0.319 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_111.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.25972837434595264;0.5075;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.260 pu and reactive load is 0.126 pu. The generators produce 0.507 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_122.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.3258961889634013;0.011;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.326 pu and reactive load is 0.158 pu. The generators produce 0.011 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_117.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.24576414542544567;0.042;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.246 pu and reactive load is 0.119 pu. The generators produce 0.042 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_113.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.2656206261175353;0.5075;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.266 pu and reactive load is 0.129 pu. The generators produce 0.507 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
Processing scenario_126.json in C3E1N00003D3;168.0;42;3;2;1;2;2;2;0.39;0.0075;Small;Valid;This is a Small grid with 3 buses and a planning horizon of 168.0 hours. It has 2 producers and 1 consumers. Total initial active load is 0.390 pu and reactive load is 0.189 pu. The generators produce 0.007 pu initially. There are 2 AC lines, 2 transformers, and 2 contingency cases. 
